Family	Hotel	Park	Day
Cochran	Oliphant Camp	Jumbo Golf Course	Friday
Cochran	Oliphant Camp	World's Fair	Saturday
Cochran	Oliphant Camp	World's Fair	Sunday
Chase	Loxodon Lodge	Jumbo Studios	Friday
Chase	Loxodon Lodge	Animal Planet Zoo	Saturday
Chase	Loxodon Lodge	Jumbo Kingdom	Sunday
Davenport	Oliphant Camp	Jumbo Kingdom	Friday
Davenport	Oliphant Camp	Jumbo Studios	Saturday
Davenport	Oliphant Camp	Jumbo Studios	Sunday
Hood	Loxodon Lodge	Jumbo Studios	Friday
Hood	Loxodon Lodge	World's Fair	Saturday
Hood	Loxodon Lodge	Animal Planet Zoo	Sunday
Gates	Pachyderm Suites	Jumbo Kingdom	Friday
Gates	Pachyderm Suites	World's Fair	Saturday
Gates	Pachyderm Suites	Jumbo Studios	Sunday
Clay	Mouse Resort	Jumbo Golf Course	Friday
Clay	Mouse Resort	Jumbo Kingdom	Saturday
Clay	Mouse Resort	Jumbo Studios	Sunday
Ayala	Elephant Lodge	Jumbo Kingdom	Friday
Ayala	Elephant Lodge	Trunk Water Park	Saturday
Ayala	Elephant Lodge	Jumbo Studios	Sunday
Sawyer	Mouse Resort	World's Fair	Friday
Sawyer	Mouse Resort	Jumbo Studios	Saturday
Sawyer	Mouse Resort	Jumbo Kingdom	Sunday
Roman	Tusk Hotel	Jumbo Studios	Friday
Roman	Tusk Hotel	Jumbo Kingdom	Saturday
Roman	Tusk Hotel	Jumbo Kingdom	Sunday
Vazquez	Elephant Lodge	World's Fair	Friday
Vazquez	Elephant Lodge	World's Fair	Saturday
Vazquez	Elephant Lodge	World's Fair	Sunday
Dickerson	Loxodon Lodge	Animal Planet Zoo	Friday
Dickerson	Loxodon Lodge	Jumbo Kingdom	Saturday
Dickerson	Loxodon Lodge	World's Fair	Sunday
Hodge	Trunk Inn	World's Fair	Friday
Hodge	Trunk Inn	Jumbo Kingdom	Saturday
Hodge	Trunk Inn	Trunk Water Park	Sunday
Acosta	Pachyderm Suites	Jumbo Studios	Friday
Acosta	Pachyderm Suites	Animal Planet Zoo	Saturday
Acosta	Pachyderm Suites	Animal Planet Zoo	Sunday
Flynn	Trunk Inn	World's Fair	Friday
Flynn	Trunk Inn	Jumbo Golf Course	Saturday
Flynn	Trunk Inn	Jumbo Kingdom	Sunday
Espinoza	Tusk Hotel	Jumbo Kingdom	Friday
Espinoza	Tusk Hotel	World's Fair	Saturday
Espinoza	Tusk Hotel	World's Fair	Sunday
Nicholson	Loxodon Lodge	Jumbo Kingdom	Friday
Nicholson	Loxodon Lodge	Jumbo Kingdom	Saturday
Nicholson	Loxodon Lodge	Trunk Water Park	Sunday
Monroe	Pachyderm Suites	Jumbo Studios	Friday
Monroe	Pachyderm Suites	Jumbo Golf Course	Saturday
Monroe	Pachyderm Suites	Jumbo Kingdom	Sunday
Wolf	Oliphant Camp	Jumbo Kingdom	Friday
Wolf	Oliphant Camp	World's Fair	Saturday
Wolf	Oliphant Camp	Jumbo Studios	Sunday
Morrow	Tusk Hotel	Jumbo Kingdom	Friday
Morrow	Tusk Hotel	Jumbo Studios	Saturday
Morrow	Tusk Hotel	Jumbo Studios	Sunday
Kirk	Trunk Inn	Jumbo Kingdom	Friday
Kirk	Trunk Inn	World's Fair	Saturday
Kirk	Trunk Inn	Trunk Water Park	Sunday
Randall	Pachyderm Suites	World's Fair	Friday
Randall	Pachyderm Suites	World's Fair	Saturday
Randall	Pachyderm Suites	World's Fair	Sunday
Anthony	Tusk Hotel	Jumbo Studios	Friday
Anthony	Tusk Hotel	Jumbo Studios	Saturday
Anthony	Tusk Hotel	World's Fair	Sunday
Whitaker	Trunk Inn	World's Fair	Friday
Whitaker	Trunk Inn	Jumbo Kingdom	Saturday
Whitaker	Trunk Inn	Trunk Water Park	Sunday
Oconnor	Pachyderm Suites	Jumbo Kingdom	Friday
Oconnor	Pachyderm Suites	World's Fair	Saturday
Oconnor	Pachyderm Suites	Jumbo Studios	Sunday
Skinner	Loxodon Lodge	Jumbo Studios	Friday
Skinner	Loxodon Lodge	World's Fair	Saturday
Skinner	Loxodon Lodge	World's Fair	Sunday
Ware	Loxodon Lodge	Jumbo Golf Course	Friday
Ware	Loxodon Lodge	Jumbo Studios	Saturday
Ware	Loxodon Lodge	World's Fair	Sunday
Molina	Mammoth Motel	Jumbo Kingdom	Friday
Molina	Mammoth Motel	Jumbo Studios	Saturday
Molina	Mammoth Motel	World's Fair	Sunday
Kirby	Tusk Hotel	World's Fair	Friday
Kirby	Tusk Hotel	Jumbo Kingdom	Saturday
Kirby	Tusk Hotel	Jumbo Golf Course	Sunday
Huffman	Trunk Inn	World's Fair	Friday
Huffman	Trunk Inn	Jumbo Kingdom	Saturday
Huffman	Trunk Inn	Jumbo Kingdom	Sunday
Bradford	Pachyderm Suites	World's Fair	Friday
Bradford	Pachyderm Suites	Jumbo Studios	Saturday
Bradford	Pachyderm Suites	Jumbo Kingdom	Sunday
Charles	Loxodon Lodge	Animal Planet Zoo	Friday
Charles	Loxodon Lodge	Jumbo Studios	Saturday
Charles	Loxodon Lodge	Jumbo Kingdom	Sunday
Gilmore	Trunk Inn	Animal Planet Zoo	Friday
Gilmore	Trunk Inn	Jumbo Kingdom	Saturday
Gilmore	Trunk Inn	Jumbo Studios	Sunday
Dominguez	Pachyderm Suites	Jumbo Kingdom	Friday
Dominguez	Pachyderm Suites	Jumbo Kingdom	Saturday
Dominguez	Pachyderm Suites	World's Fair	Sunday
Oneal	Tusk Hotel	Trunk Water Park	Friday
Oneal	Tusk Hotel	Jumbo Studios	Saturday
Oneal	Tusk Hotel	Jumbo Studios	Sunday
Bruce	Pachyderm Suites	Jumbo Studios	Friday
Bruce	Pachyderm Suites	Jumbo Kingdom	Saturday
Bruce	Pachyderm Suites	World's Fair	Sunday
Lang	Pachyderm Suites	World's Fair	Friday
Lang	Pachyderm Suites	Jumbo Kingdom	Saturday
Lang	Pachyderm Suites	Jumbo Kingdom	Sunday
Combs	Trunk Inn	Jumbo Studios	Friday
Combs	Trunk Inn	Jumbo Kingdom	Saturday
Combs	Trunk Inn	World's Fair	Sunday
Kramer	Pachyderm Suites	World's Fair	Friday
Kramer	Pachyderm Suites	Jumbo Kingdom	Saturday
Kramer	Pachyderm Suites	Animal Planet Zoo	Sunday
Heath	Elephant Lodge	Jumbo Studios	Friday
Heath	Elephant Lodge	Jumbo Studios	Saturday
Heath	Elephant Lodge	Trunk Water Park	Sunday
Hancock	Loxodon Lodge	Jumbo Studios	Friday
Hancock	Loxodon Lodge	World's Fair	Saturday
Hancock	Loxodon Lodge	World's Fair	Sunday
Gallagher	Loxodon Lodge	Jumbo Studios	Friday
Gallagher	Loxodon Lodge	World's Fair	Saturday
Gallagher	Loxodon Lodge	Jumbo Kingdom	Sunday
Gaines	Pachyderm Suites	World's Fair	Friday
Gaines	Pachyderm Suites	Trunk Water Park	Saturday
Gaines	Pachyderm Suites	Animal Planet Zoo	Sunday
Shaffer	Loxodon Lodge	Jumbo Studios	Friday
Shaffer	Loxodon Lodge	World's Fair	Saturday
Shaffer	Loxodon Lodge	Jumbo Kingdom	Sunday
Short	Tusk Hotel	Jumbo Kingdom	Friday
Short	Tusk Hotel	Jumbo Kingdom	Saturday
Short	Tusk Hotel	Trunk Water Park	Sunday
Wiggins	Elephant Lodge	Jumbo Studios	Friday
Wiggins	Elephant Lodge	Animal Planet Zoo	Saturday
Wiggins	Elephant Lodge	Trunk Water Park	Sunday
Mathews	Loxodon Lodge	Jumbo Kingdom	Friday
Mathews	Loxodon Lodge	Jumbo Studios	Saturday
Mathews	Loxodon Lodge	World's Fair	Sunday
Mcclain	Mouse Resort	Jumbo Golf Course	Friday
Mcclain	Mouse Resort	Animal Planet Zoo	Saturday
Mcclain	Mouse Resort	Jumbo Studios	Sunday
Fischer	Pachyderm Suites	Animal Planet Zoo	Friday
Fischer	Pachyderm Suites	Jumbo Kingdom	Saturday
Fischer	Pachyderm Suites	Jumbo Kingdom	Sunday
Wall	Tusk Hotel	Jumbo Golf Course	Friday
Wall	Tusk Hotel	Jumbo Golf Course	Saturday
Wall	Tusk Hotel	Jumbo Golf Course	Sunday
Small	Tusk Hotel	Jumbo Kingdom	Friday
Small	Tusk Hotel	Jumbo Kingdom	Saturday
Small	Tusk Hotel	Jumbo Kingdom	Sunday
Melton	Trunk Inn	Jumbo Golf Course	Friday
Melton	Trunk Inn	Jumbo Kingdom	Saturday
Melton	Trunk Inn	Jumbo Kingdom	Sunday
Hensley	Pachyderm Suites	Jumbo Golf Course	Friday
Hensley	Pachyderm Suites	Jumbo Studios	Saturday
Hensley	Pachyderm Suites	Jumbo Studios	Sunday
Bond	Loxodon Lodge	Jumbo Studios	Friday
Bond	Loxodon Lodge	World's Fair	Saturday
Bond	Loxodon Lodge	Trunk Water Park	Sunday
Dyer	Elephant Lodge	Trunk Water Park	Friday
Dyer	Elephant Lodge	World's Fair	Saturday
Dyer	Elephant Lodge	Jumbo Golf Course	Sunday
Cameron	Mammoth Motel	Jumbo Golf Course	Friday
Cameron	Mammoth Motel	Jumbo Kingdom	Saturday
Cameron	Mammoth Motel	Jumbo Studios	Sunday
Grimes	Trunk Inn	Jumbo Kingdom	Friday
Grimes	Trunk Inn	Jumbo Studios	Saturday
Grimes	Trunk Inn	Animal Planet Zoo	Sunday
Contreras	Oliphant Camp	World's Fair	Friday
Contreras	Oliphant Camp	Jumbo Kingdom	Saturday
Contreras	Oliphant Camp	Jumbo Golf Course	Sunday
Christian	Pachyderm Suites	World's Fair	Friday
Christian	Pachyderm Suites	World's Fair	Saturday
Christian	Pachyderm Suites	Animal Planet Zoo	Sunday
Wyatt	Loxodon Lodge	World's Fair	Friday
Wyatt	Loxodon Lodge	Animal Planet Zoo	Saturday
Wyatt	Loxodon Lodge	Jumbo Studios	Sunday
Baxter	Oliphant Camp	Jumbo Kingdom	Friday
Baxter	Oliphant Camp	Jumbo Kingdom	Saturday
Baxter	Oliphant Camp	Jumbo Studios	Sunday
Snow	Trunk Inn	Animal Planet Zoo	Friday
Snow	Trunk Inn	Jumbo Kingdom	Saturday
Snow	Trunk Inn	Jumbo Kingdom	Sunday
Mosley	Oliphant Camp	Jumbo Kingdom	Friday
Mosley	Oliphant Camp	World's Fair	Saturday
Mosley	Oliphant Camp	World's Fair	Sunday
Shepherd	Tusk Hotel	Jumbo Studios	Friday
Shepherd	Tusk Hotel	Jumbo Kingdom	Saturday
Shepherd	Tusk Hotel	World's Fair	Sunday
Larsen	Pachyderm Suites	Jumbo Kingdom	Friday
Larsen	Pachyderm Suites	Trunk Water Park	Saturday
Larsen	Pachyderm Suites	Jumbo Studios	Sunday
Hoover	Pachyderm Suites	World's Fair	Friday
Hoover	Pachyderm Suites	World's Fair	Saturday
Hoover	Pachyderm Suites	Animal Planet Zoo	Sunday
Beasley	Loxodon Lodge	World's Fair	Friday
Beasley	Loxodon Lodge	Animal Planet Zoo	Saturday
Beasley	Loxodon Lodge	Animal Planet Zoo	Sunday
Glenn	Tusk Hotel	Animal Planet Zoo	Friday
Glenn	Tusk Hotel	Animal Planet Zoo	Saturday
Glenn	Tusk Hotel	World's Fair	Sunday
Petersen	Mammoth Motel	Jumbo Golf Course	Friday
Petersen	Mammoth Motel	Jumbo Kingdom	Saturday
Petersen	Mammoth Motel	World's Fair	Sunday
Whitehead	Elephant Lodge	Trunk Water Park	Friday
Whitehead	Elephant Lodge	Jumbo Kingdom	Saturday
Whitehead	Elephant Lodge	Animal Planet Zoo	Sunday
Meyers	Pachyderm Suites	Jumbo Kingdom	Friday
Meyers	Pachyderm Suites	Jumbo Kingdom	Saturday
Meyers	Pachyderm Suites	World's Fair	Sunday
Keith	Trunk Inn	Jumbo Kingdom	Friday
Keith	Trunk Inn	Jumbo Studios	Saturday
Keith	Trunk Inn	Jumbo Studios	Sunday
Garrison	Loxodon Lodge	Jumbo Studios	Friday
Garrison	Loxodon Lodge	World's Fair	Saturday
Garrison	Loxodon Lodge	Jumbo Kingdom	Sunday
Vincent	Loxodon Lodge	World's Fair	Friday
Vincent	Loxodon Lodge	Jumbo Studios	Saturday
Vincent	Loxodon Lodge	Animal Planet Zoo	Sunday
Shields	Mammoth Motel	World's Fair	Friday
Shields	Mammoth Motel	Jumbo Studios	Saturday
Shields	Mammoth Motel	Jumbo Kingdom	Sunday
Horn	Mammoth Motel	Jumbo Studios	Friday
Horn	Mammoth Motel	Jumbo Studios	Saturday
Horn	Mammoth Motel	Jumbo Kingdom	Sunday
Savage	Tusk Hotel	Jumbo Studios	Friday
Savage	Tusk Hotel	Jumbo Kingdom	Saturday
Savage	Tusk Hotel	Animal Planet Zoo	Sunday
Olsen	Pachyderm Suites	World's Fair	Friday
Olsen	Pachyderm Suites	World's Fair	Saturday
Olsen	Pachyderm Suites	Jumbo Studios	Sunday
Schroeder	Pachyderm Suites	Jumbo Kingdom	Friday
Schroeder	Pachyderm Suites	World's Fair	Saturday
Schroeder	Pachyderm Suites	Animal Planet Zoo	Sunday
Hartman	Trunk Inn	Jumbo Kingdom	Friday
Hartman	Trunk Inn	World's Fair	Saturday
Hartman	Trunk Inn	Animal Planet Zoo	Sunday
Woodard	Mammoth Motel	Animal Planet Zoo	Friday
Woodard	Mammoth Motel	Jumbo Studios	Saturday
Woodard	Mammoth Motel	Jumbo Kingdom	Sunday
Mueller	Loxodon Lodge	Jumbo Studios	Friday
Mueller	Loxodon Lodge	Jumbo Kingdom	Saturday
Mueller	Loxodon Lodge	Animal Planet Zoo	Sunday
Kemp	Mammoth Motel	Trunk Water Park	Friday
Kemp	Mammoth Motel	World's Fair	Saturday
Kemp	Mammoth Motel	Jumbo Kingdom	Sunday
Deleon	Pachyderm Suites	Jumbo Studios	Friday
Deleon	Pachyderm Suites	World's Fair	Saturday
Deleon	Pachyderm Suites	Jumbo Kingdom	Sunday
Booth	Mammoth Motel	Jumbo Kingdom	Friday
Booth	Mammoth Motel	Jumbo Studios	Saturday
Booth	Mammoth Motel	Trunk Water Park	Sunday
Patel	Mammoth Motel	Animal Planet Zoo	Friday
Patel	Mammoth Motel	Animal Planet Zoo	Saturday
Patel	Mammoth Motel	Jumbo Studios	Sunday
Calhoun	Trunk Inn	World's Fair	Friday
Calhoun	Trunk Inn	Jumbo Studios	Saturday
Calhoun	Trunk Inn	Jumbo Studios	Sunday
Wiley	Elephant Lodge	Animal Planet Zoo	Friday
Wiley	Elephant Lodge	Jumbo Kingdom	Saturday
Wiley	Elephant Lodge	Trunk Water Park	Sunday
Eaton	Mouse Resort	Jumbo Golf Course	Friday
Eaton	Mouse Resort	World's Fair	Saturday
Eaton	Mouse Resort	Jumbo Studios	Sunday
Cline	Mouse Resort	Jumbo Golf Course	Friday
Cline	Mouse Resort	Jumbo Kingdom	Saturday
Cline	Mouse Resort	World's Fair	Sunday
Navarro	Trunk Inn	Animal Planet Zoo	Friday
Navarro	Trunk Inn	Jumbo Kingdom	Saturday
Navarro	Trunk Inn	World's Fair	Sunday
Harrell	Oliphant Camp	Jumbo Studios	Friday
Harrell	Oliphant Camp	Jumbo Kingdom	Saturday
Harrell	Oliphant Camp	Jumbo Golf Course	Sunday
Lester	Tusk Hotel	Jumbo Kingdom	Friday
Lester	Tusk Hotel	World's Fair	Saturday
Lester	Tusk Hotel	World's Fair	Sunday
Humphrey	Pachyderm Suites	World's Fair	Friday
Humphrey	Pachyderm Suites	Jumbo Kingdom	Saturday
Humphrey	Pachyderm Suites	Jumbo Kingdom	Sunday
Parrish	Tusk Hotel	Jumbo Kingdom	Friday
Parrish	Tusk Hotel	World's Fair	Saturday
Parrish	Tusk Hotel	Trunk Water Park	Sunday
Duran	Mammoth Motel	Jumbo Kingdom	Friday
Duran	Mammoth Motel	Jumbo Studios	Saturday
Duran	Mammoth Motel	World's Fair	Sunday
Hutchinson	Mammoth Motel	Jumbo Kingdom	Friday
Hutchinson	Mammoth Motel	World's Fair	Saturday
Hutchinson	Mammoth Motel	Animal Planet Zoo	Sunday
Hess	Mammoth Motel	World's Fair	Friday
Hess	Mammoth Motel	Jumbo Kingdom	Saturday
Hess	Mammoth Motel	Jumbo Kingdom	Sunday
Dorsey	Pachyderm Suites	Jumbo Studios	Friday
Dorsey	Pachyderm Suites	Jumbo Kingdom	Saturday
Dorsey	Pachyderm Suites	World's Fair	Sunday
Bullock	Loxodon Lodge	Jumbo Studios	Friday
Bullock	Loxodon Lodge	World's Fair	Saturday
Bullock	Loxodon Lodge	Animal Planet Zoo	Sunday
Robles	Trunk Inn	Jumbo Studios	Friday
Robles	Trunk Inn	Jumbo Kingdom	Saturday
Robles	Trunk Inn	World's Fair	Sunday
Beard	Mammoth Motel	Jumbo Studios	Friday
Beard	Mammoth Motel	World's Fair	Saturday
Beard	Mammoth Motel	Jumbo Kingdom	Sunday
Dalton	Mouse Resort	World's Fair	Friday
Dalton	Mouse Resort	Jumbo Kingdom	Saturday
Dalton	Mouse Resort	Jumbo Golf Course	Sunday
Avila	Pachyderm Suites	World's Fair	Friday
Avila	Pachyderm Suites	Animal Planet Zoo	Saturday
Avila	Pachyderm Suites	Trunk Water Park	Sunday
Vance	Trunk Inn	Jumbo Kingdom	Friday
Vance	Trunk Inn	Animal Planet Zoo	Saturday
Vance	Trunk Inn	Animal Planet Zoo	Sunday
Rich	Pachyderm Suites	World's Fair	Friday
Rich	Pachyderm Suites	Jumbo Kingdom	Saturday
Rich	Pachyderm Suites	Jumbo Studios	Sunday
Blackwell	Pachyderm Suites	World's Fair	Friday
Blackwell	Pachyderm Suites	Jumbo Studios	Saturday
Blackwell	Pachyderm Suites	Jumbo Studios	Sunday
York	Mammoth Motel	Jumbo Studios	Friday
York	Mammoth Motel	Jumbo Kingdom	Saturday
York	Mammoth Motel	Jumbo Kingdom	Sunday
Johns	Mouse Resort	Animal Planet Zoo	Friday
Johns	Mouse Resort	Jumbo Kingdom	Saturday
Johns	Mouse Resort	Trunk Water Park	Sunday
Blankenship	Trunk Inn	Jumbo Studios	Friday
Blankenship	Trunk Inn	Jumbo Kingdom	Saturday
Blankenship	Trunk Inn	World's Fair	Sunday
Trevino	Loxodon Lodge	Jumbo Kingdom	Friday
Trevino	Loxodon Lodge	Jumbo Studios	Saturday
Trevino	Loxodon Lodge	World's Fair	Sunday
Salinas	Pachyderm Suites	Jumbo Kingdom	Friday
Salinas	Pachyderm Suites	Jumbo Kingdom	Saturday
Salinas	Pachyderm Suites	Jumbo Kingdom	Sunday
Campos	Oliphant Camp	Jumbo Kingdom	Friday
Campos	Oliphant Camp	Jumbo Studios	Saturday
Campos	Oliphant Camp	Animal Planet Zoo	Sunday
Pruitt	Mammoth Motel	Animal Planet Zoo	Friday
Pruitt	Mammoth Motel	Trunk Water Park	Saturday
Pruitt	Mammoth Motel	Trunk Water Park	Sunday
Moses	Trunk Inn	Jumbo Studios	Friday
Moses	Trunk Inn	Jumbo Kingdom	Saturday
Moses	Trunk Inn	Jumbo Golf Course	Sunday
Callahan	Loxodon Lodge	Jumbo Studios	Friday
Callahan	Loxodon Lodge	Jumbo Studios	Saturday
Callahan	Loxodon Lodge	World's Fair	Sunday
Golden	Loxodon Lodge	World's Fair	Friday
Golden	Loxodon Lodge	Jumbo Kingdom	Saturday
Golden	Loxodon Lodge	Animal Planet Zoo	Sunday
Montoya	Elephant Lodge	Trunk Water Park	Friday
Montoya	Elephant Lodge	Animal Planet Zoo	Saturday
Montoya	Elephant Lodge	World's Fair	Sunday
Hardin	Loxodon Lodge	World's Fair	Friday
Hardin	Loxodon Lodge	Jumbo Studios	Saturday
Hardin	Loxodon Lodge	Jumbo Studios	Sunday
Guerra	Loxodon Lodge	Animal Planet Zoo	Friday
Guerra	Loxodon Lodge	Jumbo Studios	Saturday
Guerra	Loxodon Lodge	Trunk Water Park	Sunday
Mcdowell	Trunk Inn	Jumbo Kingdom	Friday
Mcdowell	Trunk Inn	Jumbo Studios	Saturday
Mcdowell	Trunk Inn	Animal Planet Zoo	Sunday
Carey	Elephant Lodge	Jumbo Studios	Friday
Carey	Elephant Lodge	Animal Planet Zoo	Saturday
Carey	Elephant Lodge	Trunk Water Park	Sunday
Stafford	Pachyderm Suites	Jumbo Kingdom	Friday
Stafford	Pachyderm Suites	Jumbo Kingdom	Saturday
Stafford	Pachyderm Suites	Trunk Water Park	Sunday
Gallegos	Pachyderm Suites	Jumbo Kingdom	Friday
Gallegos	Pachyderm Suites	Jumbo Kingdom	Saturday
Gallegos	Pachyderm Suites	Jumbo Kingdom	Sunday
Henson	Mouse Resort	World's Fair	Friday
Henson	Mouse Resort	Animal Planet Zoo	Saturday
Henson	Mouse Resort	Jumbo Studios	Sunday
Wilkinson	Pachyderm Suites	Jumbo Kingdom	Friday
Wilkinson	Pachyderm Suites	World's Fair	Saturday
Wilkinson	Pachyderm Suites	Animal Planet Zoo	Sunday
Booker	Loxodon Lodge	World's Fair	Friday
Booker	Loxodon Lodge	Jumbo Kingdom	Saturday
Booker	Loxodon Lodge	Jumbo Kingdom	Sunday
Merritt	Loxodon Lodge	Jumbo Studios	Friday
Merritt	Loxodon Lodge	Jumbo Kingdom	Saturday
Merritt	Loxodon Lodge	World's Fair	Sunday
Miranda	Mouse Resort	Jumbo Golf Course	Friday
Miranda	Mouse Resort	Animal Planet Zoo	Saturday
Miranda	Mouse Resort	Animal Planet Zoo	Sunday
Atkinson	Mammoth Motel	Animal Planet Zoo	Friday
Atkinson	Mammoth Motel	Jumbo Studios	Saturday
Atkinson	Mammoth Motel	World's Fair	Sunday
Orr	Pachyderm Suites	World's Fair	Friday
Orr	Pachyderm Suites	World's Fair	Saturday
Orr	Pachyderm Suites	Trunk Water Park	Sunday
Decker	Trunk Inn	Jumbo Golf Course	Friday
Decker	Trunk Inn	Jumbo Golf Course	Saturday
Decker	Trunk Inn	Trunk Water Park	Sunday
Hobbs	Pachyderm Suites	Jumbo Kingdom	Friday
Hobbs	Pachyderm Suites	Animal Planet Zoo	Saturday
Hobbs	Pachyderm Suites	Jumbo Studios	Sunday
Preston	Tusk Hotel	Jumbo Kingdom	Friday
Preston	Tusk Hotel	Jumbo Kingdom	Saturday
Preston	Tusk Hotel	Jumbo Studios	Sunday
Tanner	Trunk Inn	Jumbo Studios	Friday
Tanner	Trunk Inn	Jumbo Kingdom	Saturday
Tanner	Trunk Inn	Jumbo Kingdom	Sunday
Knox	Mouse Resort	Jumbo Kingdom	Friday
Knox	Mouse Resort	Jumbo Golf Course	Saturday
Knox	Mouse Resort	Animal Planet Zoo	Sunday
Pacheco	Trunk Inn	Jumbo Studios	Friday
Pacheco	Trunk Inn	World's Fair	Saturday
Pacheco	Trunk Inn	Jumbo Kingdom	Sunday
Stephenson	Trunk Inn	Jumbo Kingdom	Friday
Stephenson	Trunk Inn	Animal Planet Zoo	Saturday
Stephenson	Trunk Inn	Trunk Water Park	Sunday
Glass	Pachyderm Suites	World's Fair	Friday
Glass	Pachyderm Suites	Jumbo Studios	Saturday
Glass	Pachyderm Suites	Jumbo Kingdom	Sunday
Rojas	Mouse Resort	Animal Planet Zoo	Friday
Rojas	Mouse Resort	World's Fair	Saturday
Rojas	Mouse Resort	Jumbo Golf Course	Sunday
Serrano	Trunk Inn	Animal Planet Zoo	Friday
Serrano	Trunk Inn	Jumbo Kingdom	Saturday
Serrano	Trunk Inn	Jumbo Studios	Sunday
Marks	Loxodon Lodge	Jumbo Studios	Friday
Marks	Loxodon Lodge	World's Fair	Saturday
Marks	Loxodon Lodge	Trunk Water Park	Sunday
Hickman	Tusk Hotel	Jumbo Kingdom	Friday
Hickman	Tusk Hotel	Jumbo Kingdom	Saturday
Hickman	Tusk Hotel	Jumbo Studios	Sunday
English	Pachyderm Suites	Jumbo Studios	Friday
English	Pachyderm Suites	Animal Planet Zoo	Saturday
English	Pachyderm Suites	Jumbo Kingdom	Sunday
Sweeney	Mouse Resort	Jumbo Golf Course	Friday
Sweeney	Mouse Resort	Animal Planet Zoo	Saturday
Sweeney	Mouse Resort	World's Fair	Sunday
Strong	Pachyderm Suites	Animal Planet Zoo	Friday
Strong	Pachyderm Suites	Jumbo Kingdom	Saturday
Strong	Pachyderm Suites	World's Fair	Sunday
Prince	Pachyderm Suites	World's Fair	Friday
Prince	Pachyderm Suites	Jumbo Kingdom	Saturday
Prince	Pachyderm Suites	Jumbo Studios	Sunday
Mcclure	Loxodon Lodge	Jumbo Studios	Friday
Mcclure	Loxodon Lodge	World's Fair	Saturday
Mcclure	Loxodon Lodge	World's Fair	Sunday
Conway	Tusk Hotel	Jumbo Kingdom	Friday
Conway	Tusk Hotel	World's Fair	Saturday
Conway	Tusk Hotel	Jumbo Studios	Sunday
Walter	Pachyderm Suites	World's Fair	Friday
Walter	Pachyderm Suites	Animal Planet Zoo	Saturday
Walter	Pachyderm Suites	Jumbo Golf Course	Sunday
Roth	Elephant Lodge	Jumbo Studios	Friday
Roth	Elephant Lodge	Trunk Water Park	Saturday
Roth	Elephant Lodge	Jumbo Kingdom	Sunday
Maynard	Oliphant Camp	World's Fair	Friday
Maynard	Oliphant Camp	Jumbo Studios	Saturday
Maynard	Oliphant Camp	Jumbo Kingdom	Sunday
Farrell	Trunk Inn	Jumbo Kingdom	Friday
Farrell	Trunk Inn	World's Fair	Saturday
Farrell	Trunk Inn	Animal Planet Zoo	Sunday
Lowery	Pachyderm Suites	Jumbo Studios	Friday
Lowery	Pachyderm Suites	World's Fair	Saturday
Lowery	Pachyderm Suites	Animal Planet Zoo	Sunday
Hurst	Trunk Inn	Jumbo Studios	Friday
Hurst	Trunk Inn	Jumbo Kingdom	Saturday
Hurst	Trunk Inn	World's Fair	Sunday
Nixon	Pachyderm Suites	World's Fair	Friday
Nixon	Pachyderm Suites	Jumbo Golf Course	Saturday
Nixon	Pachyderm Suites	Jumbo Kingdom	Sunday
Weiss	Oliphant Camp	Jumbo Kingdom	Friday
Weiss	Oliphant Camp	Jumbo Studios	Saturday
Weiss	Oliphant Camp	World's Fair	Sunday
Trujillo	Pachyderm Suites	Jumbo Kingdom	Friday
Trujillo	Pachyderm Suites	Jumbo Kingdom	Saturday
Trujillo	Pachyderm Suites	World's Fair	Sunday
Ellison	Oliphant Camp	Jumbo Kingdom	Friday
Ellison	Oliphant Camp	World's Fair	Saturday
Ellison	Oliphant Camp	World's Fair	Sunday
Sloan	Oliphant Camp	World's Fair	Friday
Sloan	Oliphant Camp	Animal Planet Zoo	Saturday
Sloan	Oliphant Camp	Jumbo Kingdom	Sunday
Juarez	Mouse Resort	Jumbo Studios	Friday
Juarez	Mouse Resort	Jumbo Golf Course	Saturday
Juarez	Mouse Resort	Jumbo Kingdom	Sunday
Winters	Loxodon Lodge	Jumbo Golf Course	Friday
Winters	Loxodon Lodge	Jumbo Kingdom	Saturday
Winters	Loxodon Lodge	Animal Planet Zoo	Sunday
Mclean	Trunk Inn	Trunk Water Park	Friday
Mclean	Trunk Inn	Animal Planet Zoo	Saturday
Mclean	Trunk Inn	Jumbo Kingdom	Sunday
Randolph	Tusk Hotel	Trunk Water Park	Friday
Randolph	Tusk Hotel	Jumbo Kingdom	Saturday
Randolph	Tusk Hotel	Jumbo Kingdom	Sunday
Leon	Mouse Resort	Jumbo Kingdom	Friday
Leon	Mouse Resort	World's Fair	Saturday
Leon	Mouse Resort	Animal Planet Zoo	Sunday
Boyer	Loxodon Lodge	World's Fair	Friday
Boyer	Loxodon Lodge	Animal Planet Zoo	Saturday
Boyer	Loxodon Lodge	Jumbo Kingdom	Sunday
Villarreal	Elephant Lodge	Jumbo Studios	Friday
Villarreal	Elephant Lodge	Jumbo Studios	Saturday
Villarreal	Elephant Lodge	Trunk Water Park	Sunday
Mccall	Loxodon Lodge	Trunk Water Park	Friday
Mccall	Loxodon Lodge	Trunk Water Park	Saturday
